,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
14057,24,0.0,52242,0.0,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
17937,52,0.0,194580,0.0,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
17053,31,0.0,473133,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
32515,66,1.0,47358,1.0,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40,United-States,<=50K
9751,44,0.0,307468,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States,>50K
21009,31,0.0,312667,0.0,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16626,36,0.0,167440,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
31727,50,0.0,176157,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31194,59,0.0,148526,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8631,37,0.0,69481,0.0,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
1396,54,0.0,398212,0.0,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,<=50K
1212,31,0.0,32406,0.0,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,20,United-States,<=50K
18833,39,0.0,169249,0.0,9,Separated,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
14100,28,0.0,292536,0.0,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
28495,55,0.0,143372,0.0,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
1028,48,0.0,207848,1.0,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
4738,25,0.0,129200,0.0,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25439,32,0.0,111567,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,>50K
4722,24,0.0,314823,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
12353,27,0.0,180758,0.0,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
16563,19,0.0,178147,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
22803,39,0.0,106347,0.0,10,Divorced,Sales,Unmarried,White,Male,0,0,47,United-States,<=50K
15706,56,0.0,50791,0.0,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,<=50K
29477,44,0.0,34722,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
30085,25,0.0,197130,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
13737,28,1.0,341709,0.0,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22716,40,0.0,224658,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
10373,27,0.0,115705,0.0,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
6845,58,0.0,213975,0.0,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30642,38,0.0,67317,0.0,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
32364,45,0.0,190482,0.0,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,76,United-States,<=50K
1612,45,0.0,46406,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,England,>50K
2132,31,0.0,106437,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
14332,53,0.0,158746,0.0,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
12721,28,0.0,192384,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
13306,23,0.0,233626,0.0,13,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
27592,30,0.0,108247,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16371,41,0.0,171615,0.0,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
20864,44,0.0,185832,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K
4293,33,0.0,206512,0.0,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
14964,23,0.0,413345,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
18063,17,0.0,181608,1.0,6,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
22966,35,0.0,201328,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24347,38,0.0,192930,0.0,9,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
11806,35,0.0,79050,0.0,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
2271,23,0.0,27776,0.0,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
115,53,0.0,95647,0.0,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
13196,23,0.0,185554,0.0,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22669,36,0.0,116138,0.0,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
23369,28,0.0,249870,0.0,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
7022,41,1.0,34178,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15166,47,0.0,111994,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,<=50K
13712,18,0.0,27780,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
5611,47,0.0,176319,0.0,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K
23873,40,0.0,130760,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
19306,49,0.0,173411,0.0,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
14436,21,0.0,162667,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,<=50K
3800,54,0.0,135840,1.0,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
21067,35,0.0,272476,0.0,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
1201,30,0.0,235271,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
21743,35,0.0,65706,0.0,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30905,21,0.0,198822,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
4038,35,0.0,168675,0.0,9,Separated,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
15362,46,0.0,160647,0.0,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
14997,43,0.0,258049,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States,>50K
31588,28,0.0,142712,0.0,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
23182,59,0.0,128105,0.0,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
17659,26,0.0,384276,0.0,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
7664,23,0.0,215395,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8299,23,0.0,121313,0.0,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8513,29,0.0,34292,0.0,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
19550,38,0.0,161141,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
18627,62,0.0,24515,0.0,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24384,51,0.0,230858,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States,>50K
1143,40,0.0,214010,0.0,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
14843,19,0.0,219742,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
29117,34,0.0,287315,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
5887,32,0.0,304212,0.0,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
1533,49,0.0,245305,1.0,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,>50K
3310,36,0.0,173804,0.0,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
22430,41,0.0,32185,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
12063,49,0.0,80914,0.0,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
9613,55,0.0,282023,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
19220,57,0.0,148315,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
5319,49,0.0,155489,0.0,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15850,17,0.0,73338,0.0,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
4000,63,0.0,171635,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11466,42,0.0,157443,0.0,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K
4133,55,0.0,147098,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
9195,24,0.0,237928,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,<=50K
18775,21,0.0,455361,0.0,5,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
25371,32,0.0,53373,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
30938,43,1.0,195385,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
5278,34,0.0,516337,0.0,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
31576,38,0.0,133963,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
1626,51,0.0,126010,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27200,39,0.0,53926,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
18968,27,0.0,154210,0.0,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,<=50K
18245,44,0.0,216921,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,United-States,<=50K
27131,24,0.0,442274,0.0,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
18946,29,0.0,150717,0.0,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3431,17,0.0,139183,1.0,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
12648,38,0.0,223433,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
32144,53,0.0,58985,0.0,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K
5086,33,0.0,170769,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31831,43,0.0,34640,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1887,40,United-States,>50K
3333,41,0.0,231689,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
4507,52,0.0,165998,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
6955,27,0.0,188189,0.0,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
14210,54,0.0,256908,0.0,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,>50K
17973,25,0.0,67467,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
5851,36,0.0,287658,0.0,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
22894,45,0.0,208049,0.0,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
2848,36,0.0,246449,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
3279,45,0.0,183168,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
30111,41,1.0,219155,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,India,>50K
24803,18,0.0,111256,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
13123,43,0.0,33331,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15158,30,0.0,159442,0.0,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Ireland,<=50K
30553,30,0.0,316471,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
1105,34,0.0,167999,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
32374,23,0.0,265077,0.0,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29767,33,0.0,226267,0.0,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
21657,69,0.0,204645,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,72,United-States,>50K
24869,37,0.0,154641,0.0,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,86,United-States,<=50K
16621,53,1.0,105788,0.0,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,>50K
979,34,0.0,159929,0.0,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
1314,32,0.0,509350,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Canada,>50K
28035,24,0.0,395297,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
19726,49,0.0,102110,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K
20534,48,0.0,324173,0.0,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
30337,49,0.0,252079,0.0,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
13727,44,0.0,171615,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
24322,22,0.0,115244,0.0,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
31127,19,0.0,166153,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
5791,35,0.0,212465,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28614,19,0.0,138760,0.0,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20929,40,0.0,237671,0.0,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
27607,60,0.0,71683,0.0,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,<=50K
26347,65,0.0,115922,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3195,30,0.0,125279,0.0,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
25572,31,0.0,78291,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
12089,39,0.0,24721,0.0,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
30272,23,0.0,256278,0.0,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,<=50K
5843,18,0.0,50879,1.0,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
4872,39,0.0,172538,0.0,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24106,38,0.0,190759,0.0,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8339,46,0.0,146919,0.0,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
12854,49,0.0,177211,0.0,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
7043,41,0.0,65372,0.0,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K
19915,28,0.0,195573,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24425,47,0.0,275095,0.0,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
23902,35,1.0,110188,0.0,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
26183,21,0.0,301556,0.0,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
31436,32,0.0,542265,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16049,39,0.0,209397,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23269,35,0.0,297485,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
1766,24,0.0,228424,0.0,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
25697,60,0.0,166153,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
27967,49,0.0,287647,0.0,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
1357,31,0.0,42900,0.0,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50K
25117,30,0.0,339773,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
2918,33,0.0,144064,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
12076,34,0.0,386877,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
20828,57,0.0,96779,0.0,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10444,63,0.0,80572,0.0,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
22675,53,0.0,200190,0.0,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
6108,19,0.0,375114,0.0,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
7143,42,0.0,277256,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
3663,32,0.0,344129,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
29074,26,0.0,68991,0.0,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
17571,59,0.0,202682,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29450,43,0.0,155106,0.0,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
12596,28,0.0,205337,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3133,45,0.0,67716,0.0,9,Never-married,Craft-repair,Own-child,White,Male,10520,0,48,United-States,>50K
2364,22,0.0,181773,0.0,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
27745,36,0.0,239415,0.0,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
3507,25,0.0,112835,0.0,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
18414,41,0.0,331651,0.0,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Japan,>50K
5970,45,0.0,205424,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
20983,36,0.0,267556,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K
10497,24,0.0,49218,0.0,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
9610,37,0.0,343721,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13237,23,0.0,315065,1.0,6,Never-married,Other-service,Unmarried,White,Male,0,0,60,Mexico,<=50K
24733,23,0.0,210797,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21918,18,0.0,213024,0.0,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
28675,49,0.0,119904,0.0,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,30,United-States,>50K
16742,33,0.0,129707,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K
11118,36,0.0,58602,0.0,3,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
31524,51,0.0,99185,0.0,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3550,39,0.0,187127,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
