,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
23815,71,Self-emp-inc,66624,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,>50K
32349,36,Private,250807,0.0,7,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
5739,20,Private,329530,0.0,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico,<=50K
31767,19,Private,183532,0.0,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
22626,39,Private,122032,0.0,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
5973,32,Private,165226,0.0,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20307,47,Self-emp-not-inc,26145,0.0,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3239,17,,110998,0.0,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
8437,43,Private,115323,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
32263,27,Private,176761,0.0,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Nicaragua,<=50K
6778,51,Private,180807,0.0,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
22143,26,Private,212798,0.0,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
19010,20,Federal-gov,178517,0.0,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
10169,20,Private,234880,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
7964,23,Private,361481,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,,<=50K
5589,30,Private,149184,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
2871,47,Local-gov,148995,0.0,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
15098,63,Self-emp-not-inc,196994,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
21116,34,Private,226296,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
31916,18,Private,218889,0.0,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
10761,33,Private,191385,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
30639,47,Private,168232,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
25168,21,Private,75763,0.0,10,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
297,39,,157443,0.0,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,3464,0,40,,<=50K
14057,24,Private,52242,0.0,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
17937,52,Private,194580,0.0,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
17053,31,Private,473133,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
32515,66,Federal-gov,47358,1.0,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40,United-States,<=50K
9751,44,Private,307468,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States,>50K
21009,31,Private,312667,0.0,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16626,36,Private,167440,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
31727,50,Private,176157,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31194,59,Self-emp-not-inc,148526,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8631,37,Private,69481,0.0,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19046,39,Private,258276,0.0,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,3137,0,40,,<=50K
1396,54,Private,398212,0.0,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,<=50K
28783,68,,270339,1.0,6,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,<=50K
1212,31,Private,32406,0.0,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,20,United-States,<=50K
18833,39,Private,169249,0.0,9,Separated,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
14100,28,Private,292536,0.0,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
26410,38,,107479,0.0,5,Never-married,,Own-child,White,Female,0,0,12,United-States,<=50K
28495,55,Private,143372,0.0,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
1028,48,Private,207848,1.0,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
4738,25,State-gov,129200,0.0,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25439,32,State-gov,111567,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,>50K
4722,24,Private,314823,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
12353,27,Private,180758,0.0,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
16563,19,Private,178147,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
22803,39,Self-emp-not-inc,106347,0.0,10,Divorced,Sales,Unmarried,White,Male,0,0,47,United-States,<=50K
23551,18,,379768,0.0,9,Never-married,,Own-child,Other,Female,0,0,40,United-States,<=50K
15706,56,Self-emp-not-inc,50791,0.0,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,<=50K
29477,44,Private,34722,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
19253,17,,198797,0.0,7,Never-married,,Own-child,White,Male,0,0,20,Peru,<=50K
30085,25,Private,197130,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
13737,28,Federal-gov,341709,0.0,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22716,40,Private,224658,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
10373,27,Self-emp-not-inc,115705,0.0,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
6845,58,Private,213975,0.0,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30642,38,Self-emp-not-inc,67317,0.0,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
32364,45,Private,190482,0.0,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,76,United-States,<=50K
1612,45,Private,46406,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,England,>50K
2132,31,Private,106437,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
14332,53,Private,158746,0.0,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
12721,28,Private,192384,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
13306,23,Private,233626,0.0,13,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
27592,30,Private,108247,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16371,41,Private,171615,0.0,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
20864,44,State-gov,185832,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K
4293,33,Private,206512,0.0,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
14964,23,Private,413345,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
18063,17,Self-emp-inc,181608,1.0,6,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
22966,35,Private,201328,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24347,38,Private,192930,0.0,9,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
11806,35,Private,79050,0.0,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
2271,23,Private,27776,0.0,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
115,53,Private,95647,0.0,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
13196,23,Private,185554,0.0,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22669,36,Private,116138,0.0,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
23369,28,Private,249870,0.0,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
7022,41,Federal-gov,34178,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15166,47,Private,111994,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,<=50K
13712,18,Private,27780,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
5611,47,Private,176319,0.0,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K
23873,40,Private,130760,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
19306,49,Self-emp-not-inc,173411,0.0,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
14436,21,Private,162667,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,<=50K
3800,54,Local-gov,135840,1.0,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
21067,35,Private,272476,0.0,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
1201,30,Local-gov,235271,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
21743,35,Private,65706,0.0,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30905,21,Private,198822,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
4038,35,Private,168675,0.0,9,Separated,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
15362,46,Private,160647,0.0,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
14997,43,Private,258049,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States,>50K
31588,28,Private,142712,0.0,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
23182,59,Self-emp-not-inc,128105,0.0,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
17659,26,Self-emp-not-inc,384276,0.0,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
7664,23,Private,215395,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8299,23,Self-emp-not-inc,121313,0.0,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8513,29,Private,34292,0.0,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
19550,38,Private,161141,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
18627,62,Private,24515,0.0,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24384,51,Private,230858,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States,>50K
1143,40,Private,214010,0.0,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
14843,19,Private,219742,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
29117,34,Private,287315,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
5887,32,State-gov,304212,0.0,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
1533,49,Private,245305,1.0,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,>50K
3310,36,Private,173804,0.0,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
22430,41,Local-gov,32185,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
12063,49,Private,80914,0.0,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
9613,55,Private,282023,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
19220,57,Private,148315,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
5319,49,Private,155489,0.0,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15850,17,Private,73338,0.0,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
4000,63,Private,171635,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11466,42,Private,157443,0.0,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K
4133,55,Private,147098,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
9195,24,Private,237928,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,<=50K
18775,21,Private,455361,0.0,5,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
25371,32,Private,53373,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
3402,66,,190324,0.0,9,Married-civ-spouse,,Husband,Black,Male,0,0,18,United-States,<=50K
30938,43,Federal-gov,195385,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
5278,34,Private,516337,0.0,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
31576,38,Private,133963,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
1626,51,Private,126010,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27200,39,Private,53926,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
18968,27,Private,154210,0.0,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,<=50K
18245,44,Self-emp-not-inc,216921,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,United-States,<=50K
27131,24,Private,442274,0.0,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
18946,29,Private,150717,0.0,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3431,17,Private,139183,1.0,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
12648,38,Private,223433,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
31871,18,,200525,0.0,7,Never-married,,Own-child,White,Female,0,0,25,United-States,<=50K
32144,53,Private,58985,0.0,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K
5086,33,Private,170769,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31831,43,Local-gov,34640,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1887,40,United-States,>50K
3333,41,Private,231689,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
4507,52,Private,165998,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
6955,27,Private,188189,0.0,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
14210,54,Private,256908,0.0,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,>50K
17973,25,Private,67467,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
5851,36,Private,287658,0.0,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
22894,45,State-gov,208049,0.0,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
2848,36,Private,246449,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
12130,55,,449576,0.0,3,Married-civ-spouse,,Husband,White,Male,0,0,48,Mexico,<=50K
3279,45,Private,183168,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
30111,41,Federal-gov,219155,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,India,>50K
24803,18,Private,111256,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
13123,43,Local-gov,33331,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15158,30,Private,159442,0.0,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Ireland,<=50K
30553,30,Private,316471,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
1105,34,Local-gov,167999,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
32374,23,Private,265077,0.0,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29767,33,Private,226267,0.0,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
21657,69,Self-emp-not-inc,204645,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,72,United-States,>50K
24869,37,Self-emp-not-inc,154641,0.0,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,86,United-States,<=50K
16621,53,Federal-gov,105788,0.0,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,>50K
979,34,Private,159929,0.0,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
1314,32,Private,509350,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Canada,>50K
28035,24,Private,395297,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
19726,49,Self-emp-not-inc,102110,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K
31555,29,Private,112403,0.0,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,<=50K
7166,39,Private,487486,0.0,9,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,40,,<=50K
20534,48,Self-emp-not-inc,324173,0.0,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
30337,49,Private,252079,0.0,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
3949,45,,28359,0.0,9,Separated,,Unmarried,White,Female,0,0,10,United-States,<=50K
13727,44,Private,171615,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
5679,76,,173542,0.0,13,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,<=50K
24322,22,Private,115244,0.0,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
31127,19,Private,166153,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
5791,35,Private,212465,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28614,19,Private,138760,0.0,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20929,40,Private,237671,0.0,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
27607,60,Private,71683,0.0,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,<=50K
26347,65,Self-emp-inc,115922,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3195,30,Private,125279,0.0,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
25572,31,State-gov,78291,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
12089,39,State-gov,24721,0.0,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
30272,23,Private,256278,0.0,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,<=50K
5843,18,Private,50879,1.0,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
4872,39,Private,172538,0.0,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24106,38,Private,190759,0.0,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8339,46,Private,146919,0.0,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
12854,49,Private,177211,0.0,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
7043,41,Private,65372,0.0,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K
19915,28,Private,195573,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24425,47,Private,275095,0.0,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
23902,35,Federal-gov,110188,0.0,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
26183,21,Private,301556,0.0,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
31436,32,State-gov,542265,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16049,39,Private,209397,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23269,35,Private,297485,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
1766,24,Private,228424,0.0,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
14102,30,Private,180656,0.0,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,,<=50K
25697,60,Self-emp-not-inc,166153,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
27967,49,Private,287647,0.0,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
1357,31,Private,42900,0.0,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50K
25117,30,Private,339773,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
2918,33,Private,144064,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
12076,34,Private,386877,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
20828,57,Private,96779,0.0,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10444,63,Self-emp-inc,80572,0.0,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
22675,53,Private,200190,0.0,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
6108,19,Private,375114,0.0,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
7143,42,Self-emp-inc,277256,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
3663,32,Private,344129,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
29074,26,Private,68991,0.0,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
17571,59,State-gov,202682,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29450,43,Local-gov,155106,0.0,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
12596,28,Private,205337,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3133,45,Private,67716,0.0,9,Never-married,Craft-repair,Own-child,White,Male,10520,0,48,United-States,>50K
2364,22,Private,181773,0.0,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
