,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
30639,0.6588434445992841,0.0,168232,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
25168,-1.3175182878615668,0.0,75763,0.0,10,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
14057,-1.0894765495006993,0.0,52242,0.0,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
17937,1.0389130085340632,0.0,194580,0.0,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
17053,-0.5573791599920087,0.0,473133,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
32515,2.1031077875514446,1.0,47358,1.0,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40,United-States,<=50K
9751,0.43080170623841674,0.0,307468,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States,>50K
21009,-0.5573791599920087,0.0,312667,0.0,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16626,-0.17730959605722968,0.0,167440,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
31727,0.8868851829601516,0.0,176157,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31194,1.5710103980427539,0.0,148526,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8631,-0.10129568327027387,0.0,69481,0.0,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
1396,1.1909408341079748,0.0,398212,0.0,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,<=50K
1212,-0.5573791599920087,0.0,32406,0.0,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,20,United-States,<=50K
18833,0.05073214230363774,0.0,169249,0.0,9,Separated,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
14100,-0.7854208983528761,0.0,292536,0.0,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
28495,1.2669547468949307,0.0,143372,0.0,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
1028,0.73485735738624,0.0,207848,1.0,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
4738,-1.0134626367137436,0.0,129200,0.0,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25439,-0.4813652472050529,0.0,111567,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,>50K
4722,-1.0894765495006993,0.0,314823,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
12353,-0.8614348111398319,0.0,180758,0.0,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
16563,-1.4695461134354784,0.0,178147,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
22803,0.05073214230363774,0.0,106347,0.0,10,Divorced,Sales,Unmarried,White,Male,0,0,47,United-States,<=50K
15706,1.3429686596818864,0.0,50791,0.0,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,<=50K
29477,0.43080170623841674,0.0,34722,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
30085,-1.0134626367137436,0.0,197130,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
13737,-0.7854208983528761,1.0,341709,0.0,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22716,0.12674605509059356,0.0,224658,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
10373,-0.8614348111398319,0.0,115705,0.0,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
6845,1.494996485255798,0.0,213975,0.0,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30642,-0.02528177048331806,0.0,67317,0.0,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
32364,0.5068156190253725,0.0,190482,0.0,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,76,United-States,<=50K
1612,0.5068156190253725,0.0,46406,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,England,>50K
2132,-0.5573791599920087,0.0,106437,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
14332,1.114926921321019,0.0,158746,0.0,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
12721,-0.7854208983528761,0.0,192384,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
13306,-1.1654904622876552,0.0,233626,0.0,13,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
27592,-0.6333930727789645,0.0,108247,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16371,0.20275996787754935,0.0,171615,0.0,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
20864,0.43080170623841674,0.0,185832,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K
4293,-0.40535133441809706,0.0,206512,0.0,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
14964,-1.1654904622876552,0.0,413345,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
18063,-1.62157393900939,0.0,181608,1.0,6,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
22966,-0.2533235088441855,0.0,201328,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24347,-0.02528177048331806,0.0,192930,0.0,9,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
11806,-0.2533235088441855,0.0,79050,0.0,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
2271,-1.1654904622876552,0.0,27776,0.0,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
115,1.114926921321019,0.0,95647,0.0,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
13196,-1.1654904622876552,0.0,185554,0.0,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22669,-0.17730959605722968,0.0,116138,0.0,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
23369,-0.7854208983528761,0.0,249870,0.0,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
7022,0.20275996787754935,1.0,34178,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
15166,0.6588434445992841,0.0,111994,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,<=50K
13712,-1.545560026222434,0.0,27780,0.0,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
5611,0.6588434445992841,0.0,176319,0.0,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,>50K
23873,0.12674605509059356,0.0,130760,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
19306,0.8108712701731958,0.0,173411,0.0,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
14436,-1.3175182878615668,0.0,162667,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Columbia,<=50K
3800,1.1909408341079748,0.0,135840,1.0,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
21067,-0.2533235088441855,0.0,272476,0.0,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
1201,-0.6333930727789645,0.0,235271,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
21743,-0.2533235088441855,0.0,65706,0.0,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30905,-1.3175182878615668,0.0,198822,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
4038,-0.2533235088441855,0.0,168675,0.0,9,Separated,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
15362,0.5828295318123283,0.0,160647,0.0,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
14997,0.35478779345146094,0.0,258049,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States,>50K
31588,-0.7854208983528761,0.0,142712,0.0,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
23182,1.5710103980427539,0.0,128105,0.0,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
17659,-0.9374487239267877,0.0,384276,0.0,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
7664,-1.1654904622876552,0.0,215395,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8299,-1.1654904622876552,0.0,121313,0.0,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8513,-0.7094069855659203,0.0,34292,0.0,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
19550,-0.02528177048331806,0.0,161141,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
18627,1.7990521364036212,0.0,24515,0.0,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24384,0.9628990957471074,0.0,230858,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States,>50K
1143,0.12674605509059356,0.0,214010,0.0,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
14843,-1.4695461134354784,0.0,219742,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
29117,-0.32933742163114127,0.0,287315,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
5887,-0.4813652472050529,0.0,304212,0.0,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
1533,0.8108712701731958,0.0,245305,1.0,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,>50K
3310,-0.17730959605722968,0.0,173804,0.0,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
22430,0.20275996787754935,0.0,32185,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
12063,0.8108712701731958,0.0,80914,0.0,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
9613,1.2669547468949307,0.0,282023,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
19220,1.4189825724688423,0.0,148315,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
5319,0.8108712701731958,0.0,155489,0.0,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
15850,-1.62157393900939,0.0,73338,0.0,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
4000,1.875066049190577,0.0,171635,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11466,0.27877388066450515,0.0,157443,0.0,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K
4133,1.2669547468949307,0.0,147098,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
9195,-1.0894765495006993,0.0,237928,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,<=50K
18775,-1.3175182878615668,0.0,455361,0.0,5,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
25371,-0.4813652472050529,0.0,53373,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
30938,0.35478779345146094,1.0,195385,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
5278,-0.32933742163114127,0.0,516337,0.0,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
31576,-0.02528177048331806,0.0,133963,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
1626,0.9628990957471074,0.0,126010,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27200,0.05073214230363774,0.0,53926,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
18968,-0.8614348111398319,0.0,154210,0.0,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,<=50K
18245,0.43080170623841674,0.0,216921,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,United-States,<=50K
27131,-1.0894765495006993,0.0,442274,0.0,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
18946,-0.7094069855659203,0.0,150717,0.0,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3431,-1.62157393900939,0.0,139183,1.0,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
12648,-0.02528177048331806,0.0,223433,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
32144,1.114926921321019,0.0,58985,0.0,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K
5086,-0.40535133441809706,0.0,170769,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31831,0.35478779345146094,0.0,34640,0.0,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1887,40,United-States,>50K
3333,0.20275996787754935,0.0,231689,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
4507,1.0389130085340632,0.0,165998,0.0,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
6955,-0.8614348111398319,0.0,188189,0.0,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
14210,1.1909408341079748,0.0,256908,0.0,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,>50K
17973,-1.0134626367137436,0.0,67467,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
5851,-0.17730959605722968,0.0,287658,0.0,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
22894,0.5068156190253725,0.0,208049,0.0,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
2848,-0.17730959605722968,0.0,246449,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
3279,0.5068156190253725,0.0,183168,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
30111,0.20275996787754935,1.0,219155,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,India,>50K
24803,-1.545560026222434,0.0,111256,0.0,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
13123,0.35478779345146094,0.0,33331,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
15158,-0.6333930727789645,0.0,159442,0.0,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Ireland,<=50K
30553,-0.6333930727789645,0.0,316471,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
1105,-0.32933742163114127,0.0,167999,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
32374,-1.1654904622876552,0.0,265077,0.0,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29767,-0.40535133441809706,0.0,226267,0.0,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
21657,2.331149525912312,0.0,204645,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,72,United-States,>50K
24869,-0.10129568327027387,0.0,154641,0.0,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,86,United-States,<=50K
16621,1.114926921321019,1.0,105788,0.0,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,>50K
979,-0.32933742163114127,0.0,159929,0.0,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
1314,-0.4813652472050529,0.0,509350,0.0,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Canada,>50K
28035,-1.0894765495006993,0.0,395297,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
19726,0.8108712701731958,0.0,102110,0.0,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K
20534,0.73485735738624,0.0,324173,0.0,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
30337,0.8108712701731958,0.0,252079,0.0,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
13727,0.43080170623841674,0.0,171615,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
24322,-1.2415043750746109,0.0,115244,0.0,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
31127,-1.4695461134354784,0.0,166153,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
5791,-0.2533235088441855,0.0,212465,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28614,-1.4695461134354784,0.0,138760,0.0,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20929,0.12674605509059356,0.0,237671,0.0,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
27607,1.6470243108297096,0.0,71683,0.0,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,49,United-States,<=50K
26347,2.0270938747644887,0.0,115922,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3195,-0.6333930727789645,0.0,125279,0.0,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
25572,-0.5573791599920087,0.0,78291,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
12089,0.05073214230363774,0.0,24721,0.0,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
30272,-1.1654904622876552,0.0,256278,0.0,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,<=50K
5843,-1.545560026222434,0.0,50879,1.0,6,Never-married,Other-service,Own-child,White,Male,0,0,6,United-States,<=50K
4872,0.05073214230363774,0.0,172538,0.0,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24106,-0.02528177048331806,0.0,190759,0.0,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8339,0.5828295318123283,0.0,146919,0.0,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
12854,0.8108712701731958,0.0,177211,0.0,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
7043,0.20275996787754935,0.0,65372,0.0,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K
19915,-0.7854208983528761,0.0,195573,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24425,0.6588434445992841,0.0,275095,0.0,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
23902,-0.2533235088441855,1.0,110188,0.0,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
26183,-1.3175182878615668,0.0,301556,0.0,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
31436,-0.4813652472050529,0.0,542265,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16049,0.05073214230363774,0.0,209397,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23269,-0.2533235088441855,0.0,297485,0.0,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
1766,-1.0894765495006993,0.0,228424,0.0,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
25697,1.6470243108297096,0.0,166153,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
27967,0.8108712701731958,0.0,287647,0.0,14,Divorced,Sales,Not-in-family,White,Male,4787,0,45,United-States,>50K
1357,-0.5573791599920087,0.0,42900,0.0,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50K
25117,-0.6333930727789645,0.0,339773,0.0,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
2918,-0.40535133441809706,0.0,144064,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
