,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
7934,0.34416147023061877,0.0,972354,0.0,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States,<=50K
27956,-0.1129741481805229,0.0,324947,0.0,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
9754,0.4203507399658091,0.0,567788,0.0,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
7540,0.8774863583769508,0.0,170562,0.0,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K
6912,-0.5701097665916646,0.0,236861,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
4362,-1.4081917336787577,0.0,246250,0.0,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
25477,0.34416147023061877,0.0,403276,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
9423,-1.1034346547379965,0.0,285432,0.0,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
28902,0.26797220049542847,0.0,29320,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
21192,1.0298648978473313,0.0,145333,0.0,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
7309,-0.03678487844533262,0.0,33975,0.0,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,>50K
3326,-0.49392049685647427,0.0,43403,0.0,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,<=50K
13624,-1.1796239244731868,0.0,203353,0.0,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,United-States,<=50K
3873,-0.3415419573860937,0.0,137900,0.0,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
24637,-1.1796239244731868,0.0,481175,0.0,10,Never-married,Exec-managerial,Own-child,Other,Male,0,0,24,Peru,<=50K
22940,-1.0272453850028063,0.0,266820,0.0,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,<=50K
25154,-0.2653526876509035,0.0,78247,0.0,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30778,-0.03678487844533262,0.0,167482,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
25465,1.3346219767880925,0.0,109856,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
25039,-0.417731227121284,0.0,133503,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K
21942,-0.03678487844533262,1.0,190174,0.0,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
2363,-0.7986775757972354,0.0,42734,0.0,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
12261,0.4965400097009993,0.0,88781,0.0,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,>50K
23409,0.5727292794361896,0.0,75256,0.0,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,40,United-States,<=50K
16536,-0.417731227121284,0.0,236396,0.0,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
22325,1.7155683254640437,0.0,315977,0.0,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
10736,-0.6462990363268548,0.0,243190,0.0,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,India,>50K
3271,-0.03678487844533262,1.0,99527,0.0,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
10358,0.8774863583769508,0.0,166758,0.0,10,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
20102,0.03940439128985766,0.0,194287,0.0,4,Never-married,Other-service,Own-child,White,Male,0,1602,35,United-States,<=50K
24122,0.34416147023061877,0.0,152958,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
7748,2.248893213610376,0.0,144137,0.0,10,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,30,United-States,<=50K
6504,-1.1796239244731868,0.0,33105,0.0,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
14955,1.8679468649344244,0.0,268965,0.0,8,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
9309,-0.18916341791571317,0.0,370767,0.0,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,<=50K
18654,0.03940439128985766,0.0,190297,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
18893,1.1060541675825215,0.0,197054,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27937,-1.3320024639435672,0.0,478457,0.0,10,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
8234,2.020325404404805,0.0,115880,0.0,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
737,0.34416147023061877,0.0,260960,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
32289,-1.1034346547379965,0.0,34568,0.0,11,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
16272,1.8679468649344244,0.0,172740,0.0,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29503,-1.1796239244731868,0.0,163665,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
23436,0.8774863583769508,0.0,160572,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,47,United-States,<=50K
9981,-0.7224883060620452,0.0,239632,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
2568,-0.7224883060620452,0.0,29616,0.0,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
7912,-1.1034346547379965,0.0,211129,0.0,13,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
10278,-0.49392049685647427,0.0,153326,0.0,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
2148,-0.5701097665916646,0.0,60186,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28313,-0.7986775757972354,0.0,204734,0.0,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
11512,3.9250571477845617,0.0,87285,0.0,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
31800,-0.7224883060620452,0.0,413297,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,70,Mexico,<=50K
26033,2.1727039438751854,0.0,217892,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10605,0,35,United-States,>50K
24305,-0.49392049685647427,0.0,168138,0.0,12,Divorced,Sales,Not-in-family,White,Male,2597,0,48,United-States,<=50K
14727,1.7155683254640437,0.0,223133,0.0,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
14198,1.7155683254640437,0.0,273803,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3541,0.03940439128985766,0.0,188571,0.0,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
21977,-1.1034346547379965,0.0,239663,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
11540,0.26797220049542847,0.0,66460,0.0,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
27977,-0.2653526876509035,0.0,197719,0.0,10,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
1652,-0.9510561152676159,0.0,163189,0.0,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
31278,0.8012970886417604,0.0,122206,0.0,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
15830,1.1060541675825215,0.0,290688,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
14135,-1.3320024639435672,0.0,185582,0.0,10,Never-married,Sales,Own-child,White,Male,0,0,43,United-States,<=50K
11523,0.7251078189065702,0.0,80430,0.0,7,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
26980,1.1822434373177118,0.0,421561,0.0,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30590,0.11559366102504794,0.0,183765,0.0,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
26679,0.19178293076023822,0.0,30759,0.0,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
18041,1.487000516258473,0.0,182123,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
20980,-0.6462990363268548,0.0,111415,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8490,-0.03678487844533262,0.0,275223,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
6122,-1.5605702731491382,0.0,71792,0.0,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
5367,-1.6367595428843285,0.0,327434,1.0,6,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
31923,1.258432707052902,1.0,113398,0.0,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
2343,-1.3320024639435672,0.0,191460,0.0,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
9263,-0.9510561152676159,1.0,211596,0.0,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28334,1.3346219767880925,0.0,200316,0.0,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
18901,-0.6462990363268548,0.0,130369,0.0,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30552,0.03940439128985766,0.0,106347,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
12046,-0.6462990363268548,0.0,233980,0.0,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
12270,1.1060541675825215,0.0,224894,0.0,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,Haiti,<=50K
3389,0.953675628112141,0.0,293196,0.0,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,Iran,>50K
27343,-0.6462990363268548,0.0,295010,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28094,-0.3415419573860937,0.0,62396,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,62,United-States,>50K
15307,0.03940439128985766,0.0,237943,0.0,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,1726,40,United-States,<=50K
12455,1.3346219767880925,0.0,98809,0.0,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,5013,0,45,United-States,<=50K
29840,0.34416147023061877,0.0,33729,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
30168,-0.49392049685647427,0.0,178623,0.0,12,Never-married,Sales,Not-in-family,Black,Female,0,0,46,Trinadad&Tobago,<=50K
25035,0.8012970886417604,0.0,175622,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
26394,0.5727292794361896,0.0,359193,0.0,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
31983,-0.3415419573860937,0.0,127195,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20388,-0.03678487844533262,0.0,29430,0.0,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
16061,-0.6462990363268548,0.0,340917,0.0,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8752,-0.5701097665916646,0.0,158092,0.0,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
31431,1.5631897859936632,0.0,114760,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K
11653,-0.7224883060620452,0.0,232784,0.0,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
18899,1.487000516258473,0.0,196403,0.0,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,10,United-States,>50K
7356,0.4203507399658091,0.0,254134,0.0,12,Divorced,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
5477,-1.484381003413948,0.0,156294,0.0,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
10438,-1.1034346547379965,0.0,142404,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3970,0.4203507399658091,0.0,296326,0.0,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
18598,0.5727292794361896,0.0,366089,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
11325,0.8774863583769508,0.0,312477,0.0,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
8218,2.020325404404805,0.0,149811,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2206,59,Canada,<=50K
21544,-1.0272453850028063,0.0,113948,0.0,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
2316,0.19178293076023822,0.0,110562,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26554,-0.2653526876509035,0.0,206951,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
14799,-0.2653526876509035,0.0,222868,0.0,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
15933,2.020325404404805,0.0,185001,1.0,6,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
6540,-1.3320024639435672,0.0,203924,0.0,10,Never-married,Adm-clerical,Not-in-family,White,Male,2597,0,45,United-States,<=50K
7018,-0.03678487844533262,0.0,342448,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
23426,1.258432707052902,0.0,278228,1.0,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
10832,-1.1034346547379965,0.0,341368,0.0,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31683,-1.5605702731491382,0.0,240543,0.0,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
17429,0.5727292794361896,0.0,268022,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
22482,0.11559366102504794,0.0,164678,0.0,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
16607,0.11559366102504794,0.0,240504,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
4321,-0.49392049685647427,0.0,80058,0.0,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
11276,-1.1034346547379965,0.0,173736,0.0,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
14038,0.26797220049542847,0.0,70655,0.0,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
31917,0.5727292794361896,0.0,117605,0.0,5,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
7287,-0.2653526876509035,0.0,164526,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Yugoslavia,>50K
29361,0.5727292794361896,0.0,164427,0.0,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
22168,-1.3320024639435672,0.0,206008,0.0,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,50,United-States,<=50K
30271,0.19178293076023822,0.0,100800,0.0,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
13612,-0.8748668455324257,0.0,289147,0.0,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
9133,-1.4081917336787577,0.0,41103,0.0,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
4286,-0.49392049685647427,0.0,175413,0.0,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
32432,-0.18916341791571317,0.0,208068,0.0,1,Divorced,Other-service,Not-in-family,Other,Male,0,0,72,Mexico,<=50K
32408,-0.6462990363268548,0.0,205152,0.0,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
2981,-1.255813194208377,0.0,201729,0.0,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
23561,-0.2653526876509035,0.0,403037,0.0,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2710,0.8774863583769508,0.0,92079,0.0,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
1049,-0.18916341791571317,0.0,156667,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
20134,0.03940439128985766,0.0,173476,0.0,15,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
1906,0.4965400097009993,0.0,339681,0.0,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,45,United-States,<=50K
15607,-1.3320024639435672,0.0,195532,0.0,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
1781,-0.1129741481805229,0.0,272950,0.0,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
9350,0.953675628112141,0.0,77905,0.0,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
8263,1.0298648978473313,0.0,213209,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
26643,0.11559366102504794,0.0,202872,0.0,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
9158,-1.1796239244731868,0.0,235894,0.0,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
29387,-1.255813194208377,0.0,109815,0.0,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25471,0.34416147023061877,0.0,117158,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
27332,0.5727292794361896,0.0,389843,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K
6102,-1.5605702731491382,0.0,38307,0.0,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
1110,-0.2653526876509035,0.0,289430,0.0,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Mexico,>50K
5027,-0.417731227121284,1.0,348491,0.0,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K
2429,-0.18916341791571317,0.0,295127,0.0,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
23549,1.1822434373177118,0.0,166774,0.0,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
15472,2.4774610228159464,0.0,229110,0.0,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,33,United-States,<=50K
15068,-0.6462990363268548,0.0,181372,0.0,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,33,United-States,>50K
7589,0.5727292794361896,0.0,202560,0.0,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1408,40,United-States,<=50K
23662,-0.1129741481805229,0.0,234807,0.0,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
12053,-0.18916341791571317,0.0,182074,0.0,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
5390,-0.5701097665916646,0.0,147215,0.0,8,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
97,-0.1129741481805229,0.0,202683,0.0,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
22171,0.34416147023061877,0.0,27766,0.0,13,Separated,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K
14971,-0.18916341791571317,0.0,108103,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
32412,1.7155683254640437,0.0,149620,0.0,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
12664,-0.7986775757972354,0.0,80158,0.0,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
28539,-0.8748668455324257,0.0,279960,0.0,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
21960,1.258432707052902,0.0,255364,0.0,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
18933,-0.49392049685647427,0.0,257068,0.0,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0,0,37,United-States,<=50K
15708,0.8012970886417604,0.0,94606,0.0,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50K
30936,1.1822434373177118,0.0,154949,0.0,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,>50K
11579,-0.5701097665916646,0.0,87560,0.0,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K
4747,0.26797220049542847,0.0,107762,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21991,-0.2653526876509035,0.0,434114,0.0,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
11875,1.8679468649344244,0.0,106551,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16097,0.4965400097009993,0.0,102076,0.0,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
13839,0.6489185491713799,0.0,168211,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
19232,-0.49392049685647427,0.0,54782,0.0,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
15101,0.953675628112141,0.0,276456,0.0,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K
1539,-0.2653526876509035,0.0,265954,0.0,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
17604,-0.03678487844533262,0.0,77820,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25107,0.34416147023061877,0.0,206927,0.0,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29265,-0.18916341791571317,0.0,148581,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
24529,0.7251078189065702,0.0,176732,0.0,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
15167,0.4965400097009993,0.0,166636,0.0,9,Divorced,Other-service,Other-relative,Black,Female,0,0,35,United-States,<=50K
